relative_path,workspace_path,file_name,extension,size_bytes,sha256,manifest_match,vendor_id,vendor,parser_family,processing_role,importance,authoritative,include_in_ingestion,status,automation_state,parser_strategy,expected_action,report_group_count,workbook_sheets,workbook_header_hints,notes
Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/01-2026/netgem/report_RAW ATTACK NMG_Netgem_2026_01.xlsx,Accounting Project/Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/01-2026/netgem/report_RAW ATTACK NMG_Netgem_2026_01.xlsx,report_RAW ATTACK NMG_Netgem_2026_01.xlsx,xlsx,9359,bc1bb1734fbcd0dc540b3a8f1365e50101e968fa4f404003c315c65528be2c85,yes,hpg,HPG Production,xlsx_hpg_netgem,primary_source,important,yes,yes,reviewed,ready,config_parser,parse_validate_store_and_export_if_reconciled,0,inspect_failed: XLSX.readFile is not a function,,
Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/01-2026/netgem/report_TEAM SKEET NMG_Netgem_2026_01.pdf,Accounting Project/Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/01-2026/netgem/report_TEAM SKEET NMG_Netgem_2026_01.pdf,report_TEAM SKEET NMG_Netgem_2026_01.pdf,pdf,36011,4645c4a8803c9f6caab12c8437c623487e1ac5abb2e9675cf662d989342199bc,yes,hpg,HPG Production,pdf_hpg_verification,verification_copy,supporting,no,yes,reviewed,ready,verification_only,link_to_primary_report_as_verification,0,,,Paired PDF used only to verify the spreadsheet total.
Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/01-2026/netgem/report_TEAM SKEET NMG_Netgem_2026_01.xlsx,Accounting Project/Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/01-2026/netgem/report_TEAM SKEET NMG_Netgem_2026_01.xlsx,report_TEAM SKEET NMG_Netgem_2026_01.xlsx,xlsx,9166,f67c68f8526517ac98a1d9ecb6014f48e68072efd484cdf5293078a4692df799,yes,hpg,HPG Production,xlsx_hpg_netgem,primary_source,important,yes,yes,reviewed,ready,config_parser,parse_validate_store_and_export_if_reconciled,0,inspect_failed: XLSX.readFile is not a function,,
Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/01-2026/netgem/report_TRUEX NMG_Netgem_2026_01.pdf,Accounting Project/Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/01-2026/netgem/report_TRUEX NMG_Netgem_2026_01.pdf,report_TRUEX NMG_Netgem_2026_01.pdf,pdf,35598,481f2f655005e25c3244ddc016cb6759ca14673fc3c17dcff0f8fcd1d0a64cf8,yes,hpg,HPG Production,pdf_hpg_verification,verification_copy,supporting,no,yes,reviewed,ready,verification_only,link_to_primary_report_as_verification,0,,,Paired PDF used only to verify the spreadsheet total.
Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/01-2026/netgem/report_TRUEX NMG_Netgem_2026_01.xlsx,Accounting Project/Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/01-2026/netgem/report_TRUEX NMG_Netgem_2026_01.xlsx,report_TRUEX NMG_Netgem_2026_01.xlsx,xlsx,9058,0c48a6113429e5e96a4a5204ee6b83c79a1503db8e6839fb005abccaf9d51722,yes,hpg,HPG Production,xlsx_hpg_netgem,primary_source,important,yes,yes,reviewed,ready,config_parser,parse_validate_store_and_export_if_reconciled,0,inspect_failed: XLSX.readFile is not a function,,
Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/01-2026/proximus/report_CRAVE NMG_Proximus_2026_01.pdf,Accounting Project/Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/01-2026/proximus/report_CRAVE NMG_Proximus_2026_01.pdf,report_CRAVE NMG_Proximus_2026_01.pdf,pdf,47613,ea3c9f06dcda9beb10f164a63fa14e2f5de4a262757a1cd55d10a955f168d546,yes,hpg,HPG Production,pdf_hpg_verification,verification_copy,supporting,no,yes,reviewed,ready,verification_only,link_to_primary_report_as_verification,0,,,Paired PDF used only to verify the spreadsheet total.
Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/01-2026/proximus/report_CRAVE NMG_Proximus_2026_01.xlsx,Accounting Project/Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/01-2026/proximus/report_CRAVE NMG_Proximus_2026_01.xlsx,report_CRAVE NMG_Proximus_2026_01.xlsx,xlsx,9230,dcf84ed053b1a3c72d8b0e390475c8e2f315ba866474222a5533420febdfcefe,yes,hpg,HPG Production,xlsx_hpg_proximus,primary_source,important,yes,yes,reviewed,ready,config_parser,parse_validate_store_and_export_if_reconciled,0,inspect_failed: XLSX.readFile is not a function,,
Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/01-2026/proximus/report_FILTHY KINGS NMG_Proximus_2026_01.pdf,Accounting Project/Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/01-2026/proximus/report_FILTHY KINGS NMG_Proximus_2026_01.pdf,report_FILTHY KINGS NMG_Proximus_2026_01.pdf,pdf,48350,febba0598c767def432070f3a6f0258df956b920fda5e88ac98f9c49928f3054,yes,hpg,HPG Production,pdf_hpg_verification,verification_copy,supporting,no,yes,reviewed,ready,verification_only,link_to_primary_report_as_verification,0,,,Paired PDF used only to verify the spreadsheet total.
Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/01-2026/proximus/report_FILTHY KINGS NMG_Proximus_2026_01.xlsx,Accounting Project/Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/01-2026/proximus/report_FILTHY KINGS NMG_Proximus_2026_01.xlsx,report_FILTHY KINGS NMG_Proximus_2026_01.xlsx,xlsx,9599,81ad3e1586c4cbb8f11e4f622d28e668a05b8ab24e8be9ca8c127a6841cb2171,yes,hpg,HPG Production,xlsx_hpg_proximus,primary_source,important,yes,yes,reviewed,ready,config_parser,parse_validate_store_and_export_if_reconciled,0,inspect_failed: XLSX.readFile is not a function,,
Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/01-2026/proximus/report_GROOBY NMG_Proximus_2026_01.pdf,Accounting Project/Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/01-2026/proximus/report_GROOBY NMG_Proximus_2026_01.pdf,report_GROOBY NMG_Proximus_2026_01.pdf,pdf,49994,a900803b58f8cc3f9bcec80f696085bb5765cfca7d874341fcae6e6a5fa910f0,yes,hpg,HPG Production,pdf_hpg_verification,verification_copy,supporting,no,yes,reviewed,ready,verification_only,link_to_primary_report_as_verification,0,,,Paired PDF used only to verify the spreadsheet total.
Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/01-2026/proximus/report_GROOBY NMG_Proximus_2026_01.xlsx,Accounting Project/Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/01-2026/proximus/report_GROOBY NMG_Proximus_2026_01.xlsx,report_GROOBY NMG_Proximus_2026_01.xlsx,xlsx,10477,8fed570ff889f74f0d5290843981e38a7a0c9a9d407d57c95d34a76706657256,yes,hpg,HPG Production,xlsx_hpg_proximus,primary_source,important,yes,yes,reviewed,ready,config_parser,parse_validate_store_and_export_if_reconciled,0,inspect_failed: XLSX.readFile is not a function,,
Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/01-2026/proximus/report_MATURE XXX NMG_Proximus_2026_01.pdf,Accounting Project/Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/01-2026/proximus/report_MATURE XXX NMG_Proximus_2026_01.pdf,report_MATURE XXX NMG_Proximus_2026_01.pdf,pdf,49196,c051e87958fe9a9d67705b9b13998390ec88527ad828f51d4d55482b65ceb362,yes,hpg,HPG Production,pdf_hpg_verification,verification_copy,supporting,no,yes,reviewed,ready,verification_only,link_to_primary_report_as_verification,0,,,Paired PDF used only to verify the spreadsheet total.
Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/01-2026/proximus/report_MATURE XXX NMG_Proximus_2026_01.xlsx,Accounting Project/Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/01-2026/proximus/report_MATURE XXX NMG_Proximus_2026_01.xlsx,report_MATURE XXX NMG_Proximus_2026_01.xlsx,xlsx,10097,87b08f3e68f958f0df4f0c03a864c9da92c3deed6da4c6cea076629ee97fbef0,yes,hpg,HPG Production,xlsx_hpg_proximus,primary_source,important,yes,yes,reviewed,ready,config_parser,parse_validate_store_and_export_if_reconciled,0,inspect_failed: XLSX.readFile is not a function,,
Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/01-2026/proximus/report_MYLF NMG_Proximus_2026_01.pdf,Accounting Project/Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/01-2026/proximus/report_MYLF NMG_Proximus_2026_01.pdf,report_MYLF NMG_Proximus_2026_01.pdf,pdf,48101,249624b5410f4f8bdf03cbb4c0544a60d4481299a3949b26f71971f685313d42,yes,hpg,HPG Production,pdf_hpg_verification,verification_copy,supporting,no,yes,reviewed,ready,verification_only,link_to_primary_report_as_verification,0,,,Paired PDF used only to verify the spreadsheet total.
Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/01-2026/proximus/report_MYLF NMG_Proximus_2026_01.xlsx,Accounting Project/Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/01-2026/proximus/report_MYLF NMG_Proximus_2026_01.xlsx,report_MYLF NMG_Proximus_2026_01.xlsx,xlsx,9451,6fd97c8ea320a6e53297ae1ce15c1910d8efe7f7a0344cd179cf69a1f564acab,yes,hpg,HPG Production,xlsx_hpg_proximus,primary_source,important,yes,yes,reviewed,ready,config_parser,parse_validate_store_and_export_if_reconciled,0,inspect_failed: XLSX.readFile is not a function,,
Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/01-2026/proximus/report_NUBILE FILMS NMG_Proximus_2026_01.pdf,Accounting Project/Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/01-2026/proximus/report_NUBILE FILMS NMG_Proximus_2026_01.pdf,report_NUBILE FILMS NMG_Proximus_2026_01.pdf,pdf,50082,8b246d8dd55d21559c98905dd53aaa79bccea32b1fe63e523ecf9e79f0ff95c0,yes,hpg,HPG Production,pdf_hpg_verification,verification_copy,supporting,no,yes,reviewed,ready,verification_only,link_to_primary_report_as_verification,0,,,Paired PDF used only to verify the spreadsheet total.
Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/01-2026/proximus/report_NUBILE FILMS NMG_Proximus_2026_01.xlsx,Accounting Project/Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/01-2026/proximus/report_NUBILE FILMS NMG_Proximus_2026_01.xlsx,report_NUBILE FILMS NMG_Proximus_2026_01.xlsx,xlsx,10480,4a9644cb317e3947fc632c3d3ef65c9adffc618d589a103499ed743964c8533a,yes,hpg,HPG Production,xlsx_hpg_proximus,primary_source,important,yes,yes,reviewed,ready,config_parser,parse_validate_store_and_export_if_reconciled,0,inspect_failed: XLSX.readFile is not a function,,
Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/01-2026/proximus/report_PORNSTAR PLATINIUM NMG_Proximus_2026_01.pdf,Accounting Project/Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/01-2026/proximus/report_PORNSTAR PLATINIUM NMG_Proximus_2026_01.pdf,report_PORNSTAR PLATINIUM NMG_Proximus_2026_01.pdf,pdf,48470,8fee397921bb9b7b0f2045864b1d39ed141ed5f382f5be747c52d1c721c8b65e,yes,hpg,HPG Production,pdf_hpg_verification,verification_copy,supporting,no,yes,reviewed,ready,verification_only,link_to_primary_report_as_verification,0,,,Paired PDF used only to verify the spreadsheet total.
Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/01-2026/proximus/report_PORNSTAR PLATINIUM NMG_Proximus_2026_01.xlsx,Accounting Project/Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/01-2026/proximus/report_PORNSTAR PLATINIUM NMG_Proximus_2026_01.xlsx,report_PORNSTAR PLATINIUM NMG_Proximus_2026_01.xlsx,xlsx,9659,334589556f52bfb420eff93671a1a92a908265f21c0112dbf789db10cbdd9678,yes,hpg,HPG Production,xlsx_hpg_proximus,primary_source,important,yes,yes,reviewed,ready,config_parser,parse_validate_store_and_export_if_reconciled,0,inspect_failed: XLSX.readFile is not a function,,
Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/01-2026/proximus/report_PURE PASSION NMG_Proximus_2026_01.pdf,Accounting Project/Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/01-2026/proximus/report_PURE PASSION NMG_Proximus_2026_01.pdf,report_PURE PASSION NMG_Proximus_2026_01.pdf,pdf,49730,63b1ef220fa11d303cbef205f49f96247f36d1109a4673d5e4cf87adc195b124,yes,hpg,HPG Production,pdf_hpg_verification,verification_copy,supporting,no,yes,reviewed,ready,verification_only,link_to_primary_report_as_verification,0,,,Paired PDF used only to verify the spreadsheet total.
Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/01-2026/proximus/report_PURE PASSION NMG_Proximus_2026_01.xlsx,Accounting Project/Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/01-2026/proximus/report_PURE PASSION NMG_Proximus_2026_01.xlsx,report_PURE PASSION NMG_Proximus_2026_01.xlsx,xlsx,10453,bc3f7290311f1340a14c48a079b5fca5ce401730e294b99886279ab444326c16,yes,hpg,HPG Production,xlsx_hpg_proximus,primary_source,important,yes,yes,reviewed,ready,config_parser,parse_validate_store_and_export_if_reconciled,0,inspect_failed: XLSX.readFile is not a function,,
Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/01-2026/proximus/report_RAW ATTACK NMG_Proximus_2026_01.pdf,Accounting Project/Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/01-2026/proximus/report_RAW ATTACK NMG_Proximus_2026_01.pdf,report_RAW ATTACK NMG_Proximus_2026_01.pdf,pdf,50074,efb912d3db64d9e9f386485a1e2db9835bd0fc6785ef514d3c067354a50b836a,yes,hpg,HPG Production,pdf_hpg_verification,verification_copy,supporting,no,yes,reviewed,ready,verification_only,link_to_primary_report_as_verification,0,,,Paired PDF used only to verify the spreadsheet total.
Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/01-2026/proximus/report_RAW ATTACK NMG_Proximus_2026_01.xlsx,Accounting Project/Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/01-2026/proximus/report_RAW ATTACK NMG_Proximus_2026_01.xlsx,report_RAW ATTACK NMG_Proximus_2026_01.xlsx,xlsx,10517,d7edcb050dfa9920e5e6e637e67e43e1d36c0daf38927114a03214e49caa3b94,yes,hpg,HPG Production,xlsx_hpg_proximus,primary_source,important,yes,yes,reviewed,ready,config_parser,parse_validate_store_and_export_if_reconciled,0,inspect_failed: XLSX.readFile is not a function,,
Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/01-2026/proximus/report_TEAM SKEET NMG_Proximus_2026_01.pdf,Accounting Project/Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/01-2026/proximus/report_TEAM SKEET NMG_Proximus_2026_01.pdf,report_TEAM SKEET NMG_Proximus_2026_01.pdf,pdf,49974,ddd24d2fac25f83a4eab0a787e1f55599296f971434c14297c8b22be81b2392b,yes,hpg,HPG Production,pdf_hpg_verification,verification_copy,supporting,no,yes,reviewed,ready,verification_only,link_to_primary_report_as_verification,0,,,Paired PDF used only to verify the spreadsheet total.
Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/01-2026/proximus/report_TEAM SKEET NMG_Proximus_2026_01.xlsx,Accounting Project/Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/01-2026/proximus/report_TEAM SKEET NMG_Proximus_2026_01.xlsx,report_TEAM SKEET NMG_Proximus_2026_01.xlsx,xlsx,10450,a58a48e8f3713dc22f5d9c59903a64c5e1a338c8a217e1a14e4aa168fd38f1e5,yes,hpg,HPG Production,xlsx_hpg_proximus,primary_source,important,yes,yes,reviewed,ready,config_parser,parse_validate_store_and_export_if_reconciled,0,inspect_failed: XLSX.readFile is not a function,,
Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/01-2026/proximus/report_TRUEX NMG_Proximus_2026_01.pdf,Accounting Project/Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/01-2026/proximus/report_TRUEX NMG_Proximus_2026_01.pdf,report_TRUEX NMG_Proximus_2026_01.pdf,pdf,48429,f90109000289e147dbce13ebed8756b4d58fe256fde28b387a65baf0a71ad31d,yes,hpg,HPG Production,pdf_hpg_verification,verification_copy,supporting,no,yes,reviewed,ready,verification_only,link_to_primary_report_as_verification,0,,,Paired PDF used only to verify the spreadsheet total.
Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/01-2026/proximus/report_TRUEX NMG_Proximus_2026_01.xlsx,Accounting Project/Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/01-2026/proximus/report_TRUEX NMG_Proximus_2026_01.xlsx,report_TRUEX NMG_Proximus_2026_01.xlsx,xlsx,9594,f10fc59be1ec89ba58b52bae5a297c5d7d12888cb8d7d78b1e3a7fc8d678f1b1,yes,hpg,HPG Production,xlsx_hpg_proximus,primary_source,important,yes,yes,reviewed,ready,config_parser,parse_validate_store_and_export_if_reconciled,0,inspect_failed: XLSX.readFile is not a function,,
Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/02-2026/canal-orange/report_CRAVE NMG_CanalPlay_2026_02.pdf,Accounting Project/Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/02-2026/canal-orange/report_CRAVE NMG_CanalPlay_2026_02.pdf,report_CRAVE NMG_CanalPlay_2026_02.pdf,pdf,49163,6d842972b5eb33ee4b719d28caef414f4ed3ead6d27a5eebdf62007bffa03607,yes,hpg,HPG Production,pdf_hpg_verification,verification_copy,supporting,no,yes,reviewed,ready,verification_only,link_to_primary_report_as_verification,0,,,Paired PDF used only to verify the spreadsheet total.
Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/02-2026/canal-orange/report_CRAVE NMG_CanalPlay_2026_02.xlsx,Accounting Project/Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/02-2026/canal-orange/report_CRAVE NMG_CanalPlay_2026_02.xlsx,report_CRAVE NMG_CanalPlay_2026_02.xlsx,xlsx,9682,85d7aea21dda73feb3c4d3be67c499eab196f8464c6cffd9000cb7d7f236a37d,yes,hpg,HPG Production,xlsx_hpg_canal,primary_source,important,yes,yes,reviewed,ready,config_parser,parse_validate_store_and_export_if_reconciled,0,inspect_failed: XLSX.readFile is not a function,,
Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/02-2026/canal-orange/report_FILTHY KINGS NMG_CanalPlay_2026_02.pdf,Accounting Project/Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/02-2026/canal-orange/report_FILTHY KINGS NMG_CanalPlay_2026_02.pdf,report_FILTHY KINGS NMG_CanalPlay_2026_02.pdf,pdf,47558,f368a5ec39016587096bf27d8856b3c189f179c99a130b2526d3e4ba95f2e730,yes,hpg,HPG Production,pdf_hpg_verification,verification_copy,supporting,no,yes,reviewed,ready,verification_only,link_to_primary_report_as_verification,0,,,Paired PDF used only to verify the spreadsheet total.
Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/02-2026/canal-orange/report_FILTHY KINGS NMG_CanalPlay_2026_02.xlsx,Accounting Project/Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/02-2026/canal-orange/report_FILTHY KINGS NMG_CanalPlay_2026_02.xlsx,report_FILTHY KINGS NMG_CanalPlay_2026_02.xlsx,xlsx,9312,eb322cdd3f0996681bb67c9c303569b6fb9c0a79e04f2b8c0ffbd53fd13ee9e1,yes,hpg,HPG Production,xlsx_hpg_canal,primary_source,important,yes,yes,reviewed,ready,config_parser,parse_validate_store_and_export_if_reconciled,0,inspect_failed: XLSX.readFile is not a function,,
Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/02-2026/canal-orange/report_GROOBY NMG_CanalPlay_2026_02.pdf,Accounting Project/Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/02-2026/canal-orange/report_GROOBY NMG_CanalPlay_2026_02.pdf,report_GROOBY NMG_CanalPlay_2026_02.pdf,pdf,50635,8ca46ce5b767b38f5732f1c901715e10644097400956c98a6b446fa1eca009d9,yes,hpg,HPG Production,pdf_hpg_verification,verification_copy,supporting,no,yes,reviewed,ready,verification_only,link_to_primary_report_as_verification,0,,,Paired PDF used only to verify the spreadsheet total.
Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/02-2026/canal-orange/report_GROOBY NMG_CanalPlay_2026_02.xlsx,Accounting Project/Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/02-2026/canal-orange/report_GROOBY NMG_CanalPlay_2026_02.xlsx,report_GROOBY NMG_CanalPlay_2026_02.xlsx,xlsx,10068,b366f23b2bb033952d02b6e3958a458515d7a84348bd528021e34a9ad77d91c5,yes,hpg,HPG Production,xlsx_hpg_canal,primary_source,important,yes,yes,reviewed,ready,config_parser,parse_validate_store_and_export_if_reconciled,0,inspect_failed: XLSX.readFile is not a function,,
Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/02-2026/canal-orange/report_MATURE XXX NMG_CanalPlay_2026_02.pdf,Accounting Project/Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/02-2026/canal-orange/report_MATURE XXX NMG_CanalPlay_2026_02.pdf,report_MATURE XXX NMG_CanalPlay_2026_02.pdf,pdf,48852,2f35d33eb693e019eda682ec91bf46d258bc00e1c9a1dbeafcbdfff980274686,yes,hpg,HPG Production,pdf_hpg_verification,verification_copy,supporting,no,yes,reviewed,ready,verification_only,link_to_primary_report_as_verification,0,,,Paired PDF used only to verify the spreadsheet total.
Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/02-2026/canal-orange/report_MATURE XXX NMG_CanalPlay_2026_02.xlsx,Accounting Project/Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/02-2026/canal-orange/report_MATURE XXX NMG_CanalPlay_2026_02.xlsx,report_MATURE XXX NMG_CanalPlay_2026_02.xlsx,xlsx,9638,d55b2ea84fc76e22fa0b690c830d73c80266256f850f24096d40a374458e3cc1,yes,hpg,HPG Production,xlsx_hpg_canal,primary_source,important,yes,yes,reviewed,ready,config_parser,parse_validate_store_and_export_if_reconciled,0,inspect_failed: XLSX.readFile is not a function,,
Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/02-2026/canal-orange/report_MYLF NMG_CanalPlay_2026_02.pdf,Accounting Project/Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/02-2026/canal-orange/report_MYLF NMG_CanalPlay_2026_02.pdf,report_MYLF NMG_CanalPlay_2026_02.pdf,pdf,51326,bff5b9359a18f6a5eb4b6d10f24f10b1d66c92664e585f751898f2b0eedc9a65,yes,hpg,HPG Production,pdf_hpg_verification,verification_copy,supporting,no,yes,reviewed,ready,verification_only,link_to_primary_report_as_verification,0,,,Paired PDF used only to verify the spreadsheet total.
Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/02-2026/canal-orange/report_MYLF NMG_CanalPlay_2026_02.xlsx,Accounting Project/Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/02-2026/canal-orange/report_MYLF NMG_CanalPlay_2026_02.xlsx,report_MYLF NMG_CanalPlay_2026_02.xlsx,xlsx,10141,b2325cd8e2eb8b8013c5760afe8d8b900ec133623d9b2c0c434f0851e718a976,yes,hpg,HPG Production,xlsx_hpg_canal,primary_source,important,yes,yes,reviewed,ready,config_parser,parse_validate_store_and_export_if_reconciled,0,inspect_failed: XLSX.readFile is not a function,,
Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/02-2026/canal-orange/report_NUBILE FILMS NMG_CanalPlay_2026_02.pdf,Accounting Project/Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/02-2026/canal-orange/report_NUBILE FILMS NMG_CanalPlay_2026_02.pdf,report_NUBILE FILMS NMG_CanalPlay_2026_02.pdf,pdf,49230,021f6004436ea88897faa61ef693c1e3533138215d5bb228364264af8eb226a6,yes,hpg,HPG Production,pdf_hpg_verification,verification_copy,supporting,no,yes,reviewed,ready,verification_only,link_to_primary_report_as_verification,0,,,Paired PDF used only to verify the spreadsheet total.
Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/02-2026/canal-orange/report_NUBILE FILMS NMG_CanalPlay_2026_02.xlsx,Accounting Project/Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/02-2026/canal-orange/report_NUBILE FILMS NMG_CanalPlay_2026_02.xlsx,report_NUBILE FILMS NMG_CanalPlay_2026_02.xlsx,xlsx,9706,1ebbceb4804773b70dacb16ad273db83bdac3a07e9dc1deeae065001b96a785b,yes,hpg,HPG Production,xlsx_hpg_canal,primary_source,important,yes,yes,reviewed,ready,config_parser,parse_validate_store_and_export_if_reconciled,0,inspect_failed: XLSX.readFile is not a function,,
Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/02-2026/canal-orange/report_PORNSTAR PLATINIUM NMG_CanalPlay_2026_02.pdf,Accounting Project/Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/02-2026/canal-orange/report_PORNSTAR PLATINIUM NMG_CanalPlay_2026_02.pdf,report_PORNSTAR PLATINIUM NMG_CanalPlay_2026_02.pdf,pdf,46505,51190c9a59592e63df41012787dc411b5ededdf7e8c0fb5fb070c54602613bf7,yes,hpg,HPG Production,pdf_hpg_verification,verification_copy,supporting,no,yes,reviewed,ready,verification_only,link_to_primary_report_as_verification,0,,,Paired PDF used only to verify the spreadsheet total.
Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/02-2026/canal-orange/report_PORNSTAR PLATINIUM NMG_CanalPlay_2026_02.xlsx,Accounting Project/Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/02-2026/canal-orange/report_PORNSTAR PLATINIUM NMG_CanalPlay_2026_02.xlsx,report_PORNSTAR PLATINIUM NMG_CanalPlay_2026_02.xlsx,xlsx,9090,4d22d3a757ab466a8ff723d6ac30de495bb0278289f8bd17d6761df03878da3a,yes,hpg,HPG Production,xlsx_hpg_canal,primary_source,important,yes,yes,reviewed,ready,config_parser,parse_validate_store_and_export_if_reconciled,0,inspect_failed: XLSX.readFile is not a function,,
Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/02-2026/canal-orange/report_PURE PASSION NMG_CanalPlay_2026_02.pdf,Accounting Project/Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/02-2026/canal-orange/report_PURE PASSION NMG_CanalPlay_2026_02.pdf,report_PURE PASSION NMG_CanalPlay_2026_02.pdf,pdf,49196,65078ce554128bc337f22252326f9603b47db939a6ffa23c1886ff309c5de661,yes,hpg,HPG Production,pdf_hpg_verification,verification_copy,supporting,no,yes,reviewed,ready,verification_only,link_to_primary_report_as_verification,0,,,Paired PDF used only to verify the spreadsheet total.
