workspace_path,file_name,vendor_id,vendor,period_hint,parser_family,processing_role,authoritative,expected_status,manifest_notes,sha256,report_id,report_status,validation_status,posting_id,posting_status,output_customer,output_studio,output_amount,output_currency,output_memo,output_invoice_date,output_due_date,output_vertical,comparison_status,match_score,matched_airtable_row,matched_customer,matched_studio,matched_amount,matched_memo,matched_invoice_date,matched_due_date,matched_vertical,amount_diff,candidate_count,weak_amount_only_row,weak_amount_only_customer,weak_amount_only_studio,weak_amount_only_memo,closest_amount,closest_amount_diff,closest_customer,closest_studio,closest_memo,notes
Accounting Project\Sample Reports\AV Entertainment-Optical Extreme - VOD - Emailed\April 2026\2026-04_NMG.xlsx,2026-04_NMG.xlsx,av_entertainment,AV Entertainment/Optical Xtreme,April 2026,xlsx_av_royalty_header,primary_source,yes,reviewed,,1fe932291b0a38abfe8f6985804a64c06d5259fb963143c2bb846688e769bff4,av_entertainment_april_2026_2026_04_nmg_1fe93229,ready,passed,av_entertainment_april_2026_2026_04_nmg_1fe93229_posting_13,ready,AV Entertainment/Optical Xtreme,Oktogon Media Inc.:Love Her Feet,15.93,USD,VOD April 2026,2026-04-30,2026-06-30,VOD,weak_amount_only_match,,,,,,,,,,,0,10805,WMM Holdings LLC (AEBN),October Enterprises:Holly Randall,VOD October 2023,15.99,0.060000,AV Entertainment/Optical Xtreme,BLT Innovations LLC:NSFW Films,VOD January 2024,"Same amount exists somewhere in Airtable, but customer/period context is not strong enough to treat it as a match."
Accounting Project\Sample Reports\AV Entertainment-Optical Extreme - VOD - Emailed\April 2026\2026-04_NMG.xlsx,2026-04_NMG.xlsx,av_entertainment,AV Entertainment/Optical Xtreme,April 2026,xlsx_av_royalty_header,primary_source,yes,reviewed,,1fe932291b0a38abfe8f6985804a64c06d5259fb963143c2bb846688e769bff4,av_entertainment_april_2026_2026_04_nmg_1fe93229,ready,passed,av_entertainment_april_2026_2026_04_nmg_1fe93229_posting_14,ready,AV Entertainment/Optical Xtreme,Orca Flow Studios Inc.:Property Sex,1.23,USD,VOD April 2026,2026-04-30,2026-06-30,VOD,weak_amount_only_match,110,15315,AV Entertainment/Optical Xtreme,Orca Flow Studios Inc.:Property Sex,1.23,VOD April 2025,2025-04-30,2025-06-30,VOD,0.000000,13,15315,AV Entertainment/Optical Xtreme,Orca Flow Studios Inc.:Property Sex,VOD April 2025,1.23,0.000000,AV Entertainment/Optical Xtreme,Orca Flow Studios Inc.:Property Sex,VOD April 2025,Closest Airtable candidate is weak; likely missing or mapping/memo differs.
Accounting Project\Sample Reports\AV Entertainment-Optical Extreme - VOD - Emailed\April 2026\2026-04_NMG.xlsx,2026-04_NMG.xlsx,av_entertainment,AV Entertainment/Optical Xtreme,April 2026,xlsx_av_royalty_header,primary_source,yes,reviewed,,1fe932291b0a38abfe8f6985804a64c06d5259fb963143c2bb846688e769bff4,av_entertainment_april_2026_2026_04_nmg_1fe93229,ready,passed,av_entertainment_april_2026_2026_04_nmg_1fe93229_posting_15,ready,AV Entertainment/Optical Xtreme,Paper Street Media LLC,71.54,USD,VOD April 2026,2026-04-30,2026-06-30,VOD,weak_amount_only_match,,,,,,,,,,,0,13318,KNPB Media BV (DVDErotik),Spizoo LLC:Raw Attack,VOD September 2024,71.79,0.250000,AV Entertainment/Optical Xtreme,Paper Street Media LLC,VOD July 2022,"Same amount exists somewhere in Airtable, but customer/period context is not strong enough to treat it as a match."
Accounting Project\Sample Reports\AV Entertainment-Optical Extreme - VOD - Emailed\April 2026\2026-04_NMG.xlsx,2026-04_NMG.xlsx,av_entertainment,AV Entertainment/Optical Xtreme,April 2026,xlsx_av_royalty_header,primary_source,yes,reviewed,,1fe932291b0a38abfe8f6985804a64c06d5259fb963143c2bb846688e769bff4,av_entertainment_april_2026_2026_04_nmg_1fe93229,ready,passed,av_entertainment_april_2026_2026_04_nmg_1fe93229_posting_16,ready,AV Entertainment/Optical Xtreme,SARJ LLC,102.36,USD,VOD April 2026,2026-04-30,2026-06-30,VOD,weak_amount_only_match,,,,,,,,,,,0,1370,MG Premium LTD:MG Free Sites/PHPremium,Liked Media LLC:Liked Girls,Viewshare November 2020,102.56,0.200000,AV Entertainment/Optical Xtreme,SCTR Services LLC:Bang!,VOD February 2021,"Same amount exists somewhere in Airtable, but customer/period context is not strong enough to treat it as a match."
Accounting Project\Sample Reports\AV Entertainment-Optical Extreme - VOD - Emailed\April 2026\2026-04_NMG.xlsx,2026-04_NMG.xlsx,av_entertainment,AV Entertainment/Optical Xtreme,April 2026,xlsx_av_royalty_header,primary_source,yes,reviewed,,1fe932291b0a38abfe8f6985804a64c06d5259fb963143c2bb846688e769bff4,av_entertainment_april_2026_2026_04_nmg_1fe93229,ready,passed,av_entertainment_april_2026_2026_04_nmg_1fe93229_posting_17,ready,AV Entertainment/Optical Xtreme,SMM Inc.:True X,40.77,USD,VOD April 2026 - TX,2026-04-30,2026-06-30,VOD,weak_amount_only_match,,,,,,,,,,,0,14872,KNPB Media BV (DVDErotik),ALS Scan Inc.:Fresh Films,VOD March 2025,40.93,0.160000,AV Entertainment/Optical Xtreme,Emeraude Media LLC:Emerald Triangle Girls,VOD March 2025,"Same amount exists somewhere in Airtable, but customer/period context is not strong enough to treat it as a match."
Accounting Project\Sample Reports\AV Entertainment-Optical Extreme - VOD - Emailed\April 2026\2026-04_NMG.xlsx,2026-04_NMG.xlsx,av_entertainment,AV Entertainment/Optical Xtreme,April 2026,xlsx_av_royalty_header,primary_source,yes,reviewed,,1fe932291b0a38abfe8f6985804a64c06d5259fb963143c2bb846688e769bff4,av_entertainment_april_2026_2026_04_nmg_1fe93229,ready,passed,av_entertainment_april_2026_2026_04_nmg_1fe93229_posting_18,ready,AV Entertainment/Optical Xtreme,Spizoo LLC:Raw Attack,11.25,USD,VOD April 2026,2026-04-30,2026-06-30,VOD,weak_amount_only_match,85,914,AV Entertainment/Optical Xtreme,SCTR Services LLC,11.23,VOD October 2020 - BG2,2020-10-28,2020-12-28,VOD,-0.020000,1,914,AV Entertainment/Optical Xtreme,SCTR Services LLC,VOD October 2020 - BG2,11.23,-0.020000,AV Entertainment/Optical Xtreme,SCTR Services LLC,VOD October 2020 - BG2,Closest Airtable candidate is weak; likely missing or mapping/memo differs.
Accounting Project\Sample Reports\AV Entertainment-Optical Extreme - VOD - Emailed\April 2026\2026-04_NMG.xlsx,2026-04_NMG.xlsx,av_entertainment,AV Entertainment/Optical Xtreme,April 2026,xlsx_av_royalty_header,primary_source,yes,reviewed,,1fe932291b0a38abfe8f6985804a64c06d5259fb963143c2bb846688e769bff4,av_entertainment_april_2026_2026_04_nmg_1fe93229,ready,passed,av_entertainment_april_2026_2026_04_nmg_1fe93229_posting_19,ready,AV Entertainment/Optical Xtreme,Steam Internet B.V.:MatureXXX,52.03,USD,VOD April 2026,2026-04-30,2026-06-30,VOD,weak_amount_only_match,,,,,,,,,,,0,13780,AERONA LLC,Alan Raz Photography:Bare Maidens,VOD November 2024,51.62,-0.410000,AV Entertainment/Optical Xtreme,SARJ LLC,VOD November 2022,"Same amount exists somewhere in Airtable, but customer/period context is not strong enough to treat it as a match."
Accounting Project\Sample Reports\AV Entertainment-Optical Extreme - VOD - Emailed\April 2026\2026-04_NMG.xlsx,2026-04_NMG.xlsx,av_entertainment,AV Entertainment/Optical Xtreme,April 2026,xlsx_av_royalty_header,primary_source,yes,reviewed,,1fe932291b0a38abfe8f6985804a64c06d5259fb963143c2bb846688e769bff4,av_entertainment_april_2026_2026_04_nmg_1fe93229,ready,passed,av_entertainment_april_2026_2026_04_nmg_1fe93229_posting_20,ready,AV Entertainment/Optical Xtreme,XFC Inc:Nubiles,98.49,USD,VOD April 2026,2026-04-30,2026-06-30,VOD,weak_amount_only_match,,,,,,,,,,,0,9433,AERONA LLC,October Enterprises:Holly Randall,VOD April 2023,98.53,0.040000,AV Entertainment/Optical Xtreme,XFC Inc:Nubiles,VOD February 2022,"Same amount exists somewhere in Airtable, but customer/period context is not strong enough to treat it as a match."
Accounting Project\Sample Reports\Dream Logistics BV - VOD - Emailed\March 2026\NMG-DL-2026-04A.pdf,NMG-DL-2026-04A.pdf,dream_logistics,Dream Logistics BV,March 2026,pdf_invoice_lines,primary_source,yes,reviewed,,924e54a7a9a4d4ec4b022d920fe415b0788bcf239e78d5cb021b7569ba2394f3,dream_logistics_march_2026_nmg_dl_2026_04a_924e54a7,ready,passed,dream_logistics_march_2026_nmg_dl_2026_04a_924e54a7_posting_1,ready,Dream Logistics BV,Charged Media LLC,580.5,USD,Quarter 1 - January 2026 to March 2026,2026-03-31,2026-05-31,VOD,exact_row_match,120,17834,Dream Logistics BV,Charged Media LLC,580.5,Quarter 1 - January 2026 to March 2026,2026-03-31,2026-05-31,VOD,0.000000,17,17834,Dream Logistics BV,Charged Media LLC,Quarter 1 - January 2026 to March 2026,580.5,0.000000,Dream Logistics BV,Charged Media LLC,Quarter 1 - January 2026 to March 2026,"Parser row matches Airtable row by amount, customer, studio, vertical, and period."
Accounting Project\Sample Reports\Dream Logistics BV - VOD - Emailed\March 2026\NMG-DL-2026-04A.pdf,NMG-DL-2026-04A.pdf,dream_logistics,Dream Logistics BV,March 2026,pdf_invoice_lines,primary_source,yes,reviewed,,924e54a7a9a4d4ec4b022d920fe415b0788bcf239e78d5cb021b7569ba2394f3,dream_logistics_march_2026_nmg_dl_2026_04a_924e54a7,ready,passed,dream_logistics_march_2026_nmg_dl_2026_04a_924e54a7_posting_2,ready,Dream Logistics BV,AMA Multimedia LLC,40.5,USD,Quarter 1 - January 2026 to March 2026,2026-03-31,2026-05-31,VOD,exact_row_match,120,17835,Dream Logistics BV,AMA Multimedia LLC,40.5,Quarter 1 - January 2026 to March 2026,2026-03-31,2026-05-31,VOD,0.000000,18,17835,Dream Logistics BV,AMA Multimedia LLC,Quarter 1 - January 2026 to March 2026,40.5,0.000000,Dream Logistics BV,AMA Multimedia LLC,Quarter 3 July 2023 - September 2023,"Parser row matches Airtable row by amount, customer, studio, vertical, and period."
Accounting Project\Sample Reports\Dream Logistics BV - VOD - Emailed\March 2026\NMG-DL-2026-04A.pdf,NMG-DL-2026-04A.pdf,dream_logistics,Dream Logistics BV,March 2026,pdf_invoice_lines,primary_source,yes,reviewed,,924e54a7a9a4d4ec4b022d920fe415b0788bcf239e78d5cb021b7569ba2394f3,dream_logistics_march_2026_nmg_dl_2026_04a_924e54a7,ready,passed,dream_logistics_march_2026_nmg_dl_2026_04a_924e54a7_posting_3,ready,Dream Logistics BV,EENT Inc.,175.5,USD,Quarter 1 - January 2026 to March 2026,2026-03-31,2026-05-31,VOD,exact_row_match,120,17836,Dream Logistics BV,EENT Inc.,175.5,Quarter 1 - January 2026 to March 2026,2026-03-31,2026-05-31,VOD,0.000000,17,17836,Dream Logistics BV,EENT Inc.,Quarter 1 - January 2026 to March 2026,175.5,0.000000,Dream Logistics BV,EENT Inc.,Quarter 1 - January 2026 to March 2026,"Parser row matches Airtable row by amount, customer, studio, vertical, and period."
Accounting Project\Sample Reports\Dream Logistics BV - VOD - Emailed\March 2026\NMG-DL-2026-04A.pdf,NMG-DL-2026-04A.pdf,dream_logistics,Dream Logistics BV,March 2026,pdf_invoice_lines,primary_source,yes,reviewed,,924e54a7a9a4d4ec4b022d920fe415b0788bcf239e78d5cb021b7569ba2394f3,dream_logistics_march_2026_nmg_dl_2026_04a_924e54a7,ready,passed,dream_logistics_march_2026_nmg_dl_2026_04a_924e54a7_posting_4,ready,Dream Logistics BV,Carnal Media LLC,621,USD,Quarter 1 - January 2026 to March 2026,2026-03-31,2026-05-31,VOD,exact_row_match,120,17837,Dream Logistics BV,Carnal Media LLC,621,Quarter 1 - January 2026 to March 2026,2026-03-31,2026-05-31,VOD,0.000000,17,17837,Dream Logistics BV,Carnal Media LLC,Quarter 1 - January 2026 to March 2026,621,0.000000,Dream Logistics BV,Carnal Media LLC,Quarter 1 - January 2026 to March 2026,"Parser row matches Airtable row by amount, customer, studio, vertical, and period."
Accounting Project\Sample Reports\Dusk T.V.-2GrapesMedia B.V. - Licensing - Emailed\April 2026\Playlist NAT & INT April 2026 NMG.xlsx,Playlist NAT & INT April 2026 NMG.xlsx,dusk,Dusk TV / 2GrapesMedia B.V.,April 2026,xlsx_dusk_playlist,primary_source,yes,reviewed,,097931700a390447de47aaabf8ea366a507954f7368b804a37e1e4c0d878555a,dusk_april_2026_playlist_nat_&_int_april_2026_nmg_09793170,ready,passed,dusk_april_2026_playlist_nat_&_int_april_2026_nmg_09793170_posting_1,ready,Dusk TV/2GrapesMedia B.V.,AMA Multimedia LLC,97.76,EUR,Various titles April 2026,2026-04-30,2026-06-30,Licensing,exact_row_match,120,18037,Dusk TV/2GrapesMedia B.V.,AMA Multimedia LLC,97.76,Various titles April 2026,2026-04-30,2026-06-30,Licensing,0.000000,2,18037,Dusk TV/2GrapesMedia B.V.,AMA Multimedia LLC,Various titles April 2026,97.76,0.000000,Dusk TV/2GrapesMedia B.V.,AMA Multimedia LLC,Various titles April 2026,"Parser row matches Airtable row by amount, customer, studio, vertical, and period."
Accounting Project\Sample Reports\Dusk T.V.-2GrapesMedia B.V. - Licensing - Emailed\April 2026\Playlist NAT & INT April 2026 NMG.xlsx,Playlist NAT & INT April 2026 NMG.xlsx,dusk,Dusk TV / 2GrapesMedia B.V.,April 2026,xlsx_dusk_playlist,primary_source,yes,reviewed,,097931700a390447de47aaabf8ea366a507954f7368b804a37e1e4c0d878555a,dusk_april_2026_playlist_nat_&_int_april_2026_nmg_09793170,ready,passed,dusk_april_2026_playlist_nat_&_int_april_2026_nmg_09793170_posting_2,ready,Dusk TV/2GrapesMedia B.V.,SARJ LLC,75.35,EUR,Various titles April 2026,2026-04-30,2026-06-30,Licensing,exact_row_match,120,18038,Dusk TV/2GrapesMedia B.V.,SARJ LLC,75.35,Various titles April 2026,2026-04-30,2026-06-30,Licensing,0.000000,2,18038,Dusk TV/2GrapesMedia B.V.,SARJ LLC,Various titles April 2026,75.35,0.000000,Dusk TV/2GrapesMedia B.V.,SARJ LLC,Various titles April 2026,"Parser row matches Airtable row by amount, customer, studio, vertical, and period."
Accounting Project\Sample Reports\Erigo-Load - DVD - Emailed\April 2026\Erigo.pdf,Erigo.pdf,erigo,Erigo / Load,April 2026,pdf_payment_narrative,primary_source,yes,review_required,"Text can be extracted, but the source contains a malformed currency line. Currency checks are mandatory.",0d45120a2d94fa9a5e12a7ee4aba98364b39ecd8473a5b9f391f1f17c38a0f49,erigo_april_2026_erigo_0d45120a,review,warning,erigo_april_2026_erigo_0d45120a_posting_1,review,ERIGO,SARJ LLC,461.85,USD,DVD February - Paid out June 2026,2026-06-30,2026-08-31,DVD,review_not_exportable,,,,,,,,,,,0,8722,Lust Prod. (Erika Lust),Oktogon Media Inc.:Love Her Feet,Various titles Q4 2022,460.24,-1.610000,ERIGO,SARJ LLC,DVD April - Paid out June 2025,Parser routed this report/posting to review; it should not export until approved.
Accounting Project\Sample Reports\Erigo-Load - DVD - Emailed\April 2026\Erigo.pdf,Erigo.pdf,erigo,Erigo / Load,April 2026,pdf_payment_narrative,primary_source,yes,review_required,"Text can be extracted, but the source contains a malformed currency line. Currency checks are mandatory.",0d45120a2d94fa9a5e12a7ee4aba98364b39ecd8473a5b9f391f1f17c38a0f49,erigo_april_2026_erigo_0d45120a,review,warning,erigo_april_2026_erigo_0d45120a_posting_2,review,ERIGO,Paper Street Media LLC,0,USD,DVD February - Paid out June 2026,2026-06-30,2026-08-31,DVD,review_not_exportable,,,,,,,,,,,0,4975,Pulse Distribution,Alan Raz Photography:Bare Maidens,DVD October 2021,1.36,1.360000,ERIGO,Paper Street Media LLC,DVD April 2022 - Paid out June 2022,Parser routed this report/posting to review; it should not export until approved.
Accounting Project\Sample Reports\Erika Lust - Licensing For this customer for SARJ make sure to use SARJ MetArt - Emailed\March 2026\nmg q1 2026.xlsx,nmg q1 2026.xlsx,erika_lust,Erika Lust / Lust Productions,March 2026,xlsx_erika_summary,primary_source,yes,reviewed,Producer summary is authoritative because the detail table omits Viv Thomas lines.,e0400189d34caadc32707646f925faff45dc449b78312182af47ea025fc596e1,erika_lust_march_2026_nmg_q1_2026_e0400189,ready,warning,erika_lust_march_2026_nmg_q1_2026_e0400189_posting_1,ready,Erika Lust S.L.U.,Alan Raz Photography:Bare Maidens,1.58,EUR,Various titles Q1 2026,2026-03-31,2026-05-31,Licensing,exact_row_match,120,17690,Erika Lust S.L.U.,Alan Raz Photography:Bare Maidens,1.58,Various titles Q1 2026,2026-03-31,2026-05-31,Licensing,0.000000,20,17690,Erika Lust S.L.U.,Alan Raz Photography:Bare Maidens,Various titles Q1 2026,1.58,0.000000,Erika Lust S.L.U.,Alan Raz Photography:Bare Maidens,Various titles Q1 2026,"Parser row matches Airtable row by amount, customer, studio, vertical, and period."
Accounting Project\Sample Reports\Erika Lust - Licensing For this customer for SARJ make sure to use SARJ MetArt - Emailed\March 2026\nmg q1 2026.xlsx,nmg q1 2026.xlsx,erika_lust,Erika Lust / Lust Productions,March 2026,xlsx_erika_summary,primary_source,yes,reviewed,Producer summary is authoritative because the detail table omits Viv Thomas lines.,e0400189d34caadc32707646f925faff45dc449b78312182af47ea025fc596e1,erika_lust_march_2026_nmg_q1_2026_e0400189,ready,warning,erika_lust_march_2026_nmg_q1_2026_e0400189_posting_2,ready,Erika Lust S.L.U.,Oktogon Media Inc.:Love Her Feet,21.86,EUR,Various titles Q1 2026,2026-03-31,2026-05-31,Licensing,exact_row_match,120,17695,Erika Lust S.L.U.,Oktogon Media Inc.:Love Her Feet,21.86,Various titles Q1 2026,2026-03-31,2026-05-31,Licensing,0.000000,20,17695,Erika Lust S.L.U.,Oktogon Media Inc.:Love Her Feet,Various titles Q1 2026,21.86,0.000000,Erika Lust S.L.U.,Oktogon Media Inc.:Love Her Feet,Various titles Q1 2026,"Parser row matches Airtable row by amount, customer, studio, vertical, and period."
Accounting Project\Sample Reports\Erika Lust - Licensing For this customer for SARJ make sure to use SARJ MetArt - Emailed\March 2026\nmg q1 2026.xlsx,nmg q1 2026.xlsx,erika_lust,Erika Lust / Lust Productions,March 2026,xlsx_erika_summary,primary_source,yes,reviewed,Producer summary is authoritative because the detail table omits Viv Thomas lines.,e0400189d34caadc32707646f925faff45dc449b78312182af47ea025fc596e1,erika_lust_march_2026_nmg_q1_2026_e0400189,ready,warning,erika_lust_march_2026_nmg_q1_2026_e0400189_posting_3,ready,Erika Lust S.L.U.,EFC GmbH:Lustery,3213.46,EUR,Various titles Q1 2026,2026-03-31,2026-05-31,Licensing,exact_row_match,120,17694,Erika Lust S.L.U.,EFC GmbH:Lustery,3213.46,Various titles Q1 2026,2026-03-31,2026-05-31,Licensing,0.000000,20,17694,Erika Lust S.L.U.,EFC GmbH:Lustery,Various titles Q1 2026,3213.46,0.000000,Erika Lust S.L.U.,EFC GmbH:Lustery,Various titles Q1 2026,"Parser row matches Airtable row by amount, customer, studio, vertical, and period."
Accounting Project\Sample Reports\Erika Lust - Licensing For this customer for SARJ make sure to use SARJ MetArt - Emailed\March 2026\nmg q1 2026.xlsx,nmg q1 2026.xlsx,erika_lust,Erika Lust / Lust Productions,March 2026,xlsx_erika_summary,primary_source,yes,reviewed,Producer summary is authoritative because the detail table omits Viv Thomas lines.,e0400189d34caadc32707646f925faff45dc449b78312182af47ea025fc596e1,erika_lust_march_2026_nmg_q1_2026_e0400189,ready,warning,erika_lust_march_2026_nmg_q1_2026_e0400189_posting_4,ready,Erika Lust S.L.U.,NF Media Inc:Nubile Films,362.56,EUR,Various titles Q1 2026,2026-03-31,2026-05-31,Licensing,exact_row_match,120,17689,Erika Lust S.L.U.,NF Media Inc:Nubile Films,362.56,Various titles Q1 2026,2026-03-31,2026-05-31,Licensing,0.000000,20,17689,Erika Lust S.L.U.,NF Media Inc:Nubile Films,Various titles Q1 2026,362.56,0.000000,Erika Lust S.L.U.,NF Media Inc:Nubile Films,Various titles Q1 2026,"Parser row matches Airtable row by amount, customer, studio, vertical, and period."
Accounting Project\Sample Reports\Erika Lust - Licensing For this customer for SARJ make sure to use SARJ MetArt - Emailed\March 2026\nmg q1 2026.xlsx,nmg q1 2026.xlsx,erika_lust,Erika Lust / Lust Productions,March 2026,xlsx_erika_summary,primary_source,yes,reviewed,Producer summary is authoritative because the detail table omits Viv Thomas lines.,e0400189d34caadc32707646f925faff45dc449b78312182af47ea025fc596e1,erika_lust_march_2026_nmg_q1_2026_e0400189,ready,warning,erika_lust_march_2026_nmg_q1_2026_e0400189_posting_5,ready,Erika Lust S.L.U.,AMA Multimedia LLC,520.9,EUR,Various titles Q1 2026,2026-03-31,2026-05-31,Licensing,exact_row_match,120,17691,Erika Lust S.L.U.,AMA Multimedia LLC,520.9,Various titles Q1 2026,2026-03-31,2026-05-31,Licensing,0.000000,20,17691,Erika Lust S.L.U.,AMA Multimedia LLC,Various titles Q1 2026,520.9,0.000000,Erika Lust S.L.U.,AMA Multimedia LLC,Various titles Q1 2026,"Parser row matches Airtable row by amount, customer, studio, vertical, and period."
Accounting Project\Sample Reports\Erika Lust - Licensing For this customer for SARJ make sure to use SARJ MetArt - Emailed\March 2026\nmg q1 2026.xlsx,nmg q1 2026.xlsx,erika_lust,Erika Lust / Lust Productions,March 2026,xlsx_erika_summary,primary_source,yes,reviewed,Producer summary is authoritative because the detail table omits Viv Thomas lines.,e0400189d34caadc32707646f925faff45dc449b78312182af47ea025fc596e1,erika_lust_march_2026_nmg_q1_2026_e0400189,ready,warning,erika_lust_march_2026_nmg_q1_2026_e0400189_posting_6,ready,Erika Lust S.L.U.,SARJ LLC:MetArt,8971.98,EUR,Various titles Q1 2026,2026-03-31,2026-05-31,Licensing,exact_row_match,120,17692,Erika Lust S.L.U.,SARJ LLC:MetArt,8971.98,Various titles Q1 2026,2026-03-31,2026-05-31,Licensing,0.000000,20,17692,Erika Lust S.L.U.,SARJ LLC:MetArt,Various titles Q1 2026,8971.98,0.000000,Erika Lust S.L.U.,SARJ LLC:MetArt,Various titles Q1 2026,"Parser row matches Airtable row by amount, customer, studio, vertical, and period."
Accounting Project\Sample Reports\Erika Lust - Licensing For this customer for SARJ make sure to use SARJ MetArt - Emailed\March 2026\nmg q1 2026.xlsx,nmg q1 2026.xlsx,erika_lust,Erika Lust / Lust Productions,March 2026,xlsx_erika_summary,primary_source,yes,reviewed,Producer summary is authoritative because the detail table omits Viv Thomas lines.,e0400189d34caadc32707646f925faff45dc449b78312182af47ea025fc596e1,erika_lust_march_2026_nmg_q1_2026_e0400189,ready,warning,erika_lust_march_2026_nmg_q1_2026_e0400189_posting_7,ready,Erika Lust S.L.U.,SARJ LLC:MetArt,143.52,EUR,Various titles Q1 2026,2026-03-31,2026-05-31,Licensing,exact_row_match,120,17693,Erika Lust S.L.U.,SARJ LLC:MetArt,143.52,Various titles Q1 2026,2026-03-31,2026-05-31,Licensing,0.000000,20,17693,Erika Lust S.L.U.,SARJ LLC:MetArt,Various titles Q1 2026,143.52,0.000000,Erika Lust S.L.U.,SARJ LLC:MetArt,Various titles Q1 2026,"Parser row matches Airtable row by amount, customer, studio, vertical, and period."
Accounting Project\Sample Reports\Gamma Broadcast Group Inc. - Licensing - Emailed\January 2026 - Process with April 2026\EENT Inc (EENINC) Jan 2026 USD 1 861.99.xlsx,EENT Inc (EENINC) Jan 2026 USD 1 861.99.xlsx,gamma_licensing,Gamma Broadcast Group Inc. Licensing,January 2026 - Process with April 2026,xlsx_gamma_running_balance,primary_source,yes,reviewed,"Highlighted amount is a running balance after fees, not current period earned revenue.",3c36bbb24d7a4bf15f651078517e1b026ac4c0d78326a3e934a32cfb87a09ce3,gamma_licensing_january_2026_process_with_april_2026_eent_inc_(eeninc)_jan_2026_usd_1_861.99_3c36bbb2,ready,passed,gamma_licensing_january_2026_process_with_april_2026_eent_inc_(eeninc)_jan_2026_usd_1_861.99_3c36bbb2_posting,ready,Gamma Broadcast Group Inc.,EENT Inc.,1861.99,USD,Licensing January 2026,2026-04-30,2026-06-30,Licensing,exact_row_match,120,17943,Gamma Broadcast Group Inc.,EENT Inc.,1861.99,Various titles January 2026 - Paid out April 2026,2026-04-30,2026-06-30,Licensing,0.000000,6,17943,Gamma Broadcast Group Inc.,EENT Inc.,Various titles January 2026 - Paid out April 2026,1861.99,0.000000,Gamma Broadcast Group Inc.,EENT Inc.,Various titles January 2026 - Paid out April 2026,"Parser row matches Airtable row by amount, customer, studio, vertical, and period."
Accounting Project\Sample Reports\Gamma Broadcast Group Inc._Adult Time - VOD - Emailed\April 2026\AdultTimeContentRoyalties_exxxtrasmall-channel_20260401.pdf,AdultTimeContentRoyalties_exxxtrasmall-channel_20260401.pdf,gamma_adult_time,Gamma Broadcast Group Inc. Adult Time,April 2026,pdf_adulttime_scene,primary_source,yes,reviewed,,a0a2141109c4b35919bf676480c66dcf60e2534f5ef0a789c8b9bbae9873627f,gamma_adult_time_april_2026_adulttimecontentroyalties_exxxtrasmall_channel_20260401_a0a21411,review,warning,gamma_adult_time_april_2026_adulttimecontentroyalties_exxxtrasmall_channel_20260401_a0a21411_posting,review,Gamma Broadcast Group Inc.:Adult Time,Paper Street Media LLC,556.16,USD,VOD April 2026,2026-04-30,2026-06-30,VOD,review_not_exportable,70,17942,Gamma Broadcast Group Inc.:Adult Time,Paper Street Media LLC,959.51,VOD April 2026,2026-04-30,2026-06-30,VOD,403.350000,4,,,,,379,-177.160000,Gamma Broadcast Group Inc.:Adult Time,Paper Street Media LLC,VOD August 2020,Parser routed this report/posting to review; it should not export until approved.
Accounting Project\Sample Reports\Gamma Broadcast Group Inc._Adult Time - VOD - Emailed\April 2026\AdultTimeContentRoyalties_exxxtrasmall_20260401.pdf,AdultTimeContentRoyalties_exxxtrasmall_20260401.pdf,gamma_adult_time,Gamma Broadcast Group Inc. Adult Time,April 2026,pdf_adulttime_scene,primary_source,yes,reviewed,,7bdada5d22a69963e250c7d5608cdfa892267044c017be0fe587ca8266ef255c,gamma_adult_time_april_2026_adulttimecontentroyalties_exxxtrasmall_20260401_7bdada5d,review,warning,gamma_adult_time_april_2026_adulttimecontentroyalties_exxxtrasmall_20260401_7bdada5d_posting,review,Gamma Broadcast Group Inc.:Adult Time,Paper Street Media LLC,403.35,USD,VOD April 2026,2026-04-30,2026-06-30,VOD,review_not_exportable,70,17942,Gamma Broadcast Group Inc.:Adult Time,Paper Street Media LLC,959.51,VOD April 2026,2026-04-30,2026-06-30,VOD,556.160000,4,,,,,379,-24.350000,Gamma Broadcast Group Inc.:Adult Time,Paper Street Media LLC,VOD August 2020,Parser routed this report/posting to review; it should not export until approved.
Accounting Project\Sample Reports\Girlfriends Films - DVD - Emailed\April and May 2026\2022 VIV THOMAS REPORTS.xlsx,2022 VIV THOMAS REPORTS.xlsx,girlfriends_films,Girlfriends Films,April and May 2026,xlsx_girlfriends_quickbooks,primary_source,yes,reviewed,"Book the 65 percent profit share, not the raw QuickBooks sales total.",bc175f70e6df2eda0203bda85765956ba2d789c9dd4d45c969222f9a12f692bb,girlfriends_films_april_and_may_2026_2022_viv_thomas_reports_bc175f70,ready,passed,girlfriends_films_april_and_may_2026_2022_viv_thomas_reports_bc175f70_posting_1,ready,Girlfriends Films,SARJ LLC,1322.26,USD,DVD April 2026,2026-04-30,2026-06-30,DVD,weak_amount_only_match,80,6339,ERIGO,SARJ LLC,1322.28,DVD January 2022 - Paid out March 2022,2022-03-31,2022-05-31,DVD,0.020000,1,6339,ERIGO,SARJ LLC,DVD January 2022 - Paid out March 2022,1289.25,-33.010000,Girlfriends Films,New Destiny Internet Group LLC:Homegrown,DVD August 2020,Closest Airtable candidate is weak; likely missing or mapping/memo differs.
